,ids,e_value,hit_start,hit_end,bitscore,protein_length
513,B6ELD1,2.87262e-18,91,322,88.0375,336
514,A6TVS0,3.07684e-18,8,278,87.2671,302
515,C5D8Q2,3.55272e-18,51,272,87.2671,313
516,O34787,3.56076e-18,317,592,89.5783,767
517,A8LY18,3.56312e-18,97,326,87.6523,338
518,A9VTC4,4.02266e-18,8,272,87.2671,309
519,P25996,4.33308e-18,49,270,86.8819,311
520,A1W7S6,4.44929e-18,94,338,87.6523,351
521,Q7N617,4.7041e-18,91,335,87.2671,336
522,Q9K9W1,5.06608e-18,1,272,86.8819,305
523,B7H6M0,5.23282e-18,51,272,86.8819,309
524,Q32L93,5.54542e-18,39,327,87.2671,348
525,Q8P9R0,5.71364e-18,90,322,87.2671,351
526,B0RTS3,5.71364e-18,90,322,87.2671,351
527,Q4UTX5,5.71364e-18,90,322,87.2671,351
528,B1JQS0,5.81812e-18,91,322,86.8819,336
529,Q66CG4,5.81812e-18,91,322,86.8819,336
530,A4TMZ3,5.81812e-18,91,322,86.8819,336
531,Q1CGJ0,5.81812e-18,91,322,86.8819,336
532,A9R7L2,5.81812e-18,91,322,86.8819,336
533,Q8ZG91,5.81812e-18,91,322,86.8819,336
534,B2JYR8,5.81812e-18,91,322,86.8819,336
535,Q1CA44,5.81812e-18,91,322,86.8819,336
536,A7FJU2,5.81812e-18,91,322,86.8819,336
537,B5XY59,5.81812e-18,91,322,86.8819,336
538,Q1LP27,5.97619e-18,94,328,87.2671,344
539,A6T739,5.98916e-18,91,322,86.8819,336
540,Q9F1U7,6.22855e-18,90,327,87.2671,350
541,Q6HET0,6.67457e-18,51,272,86.4967,309
542,Q636E2,6.67457e-18,51,272,86.4967,309
543,B9IVW1,6.67457e-18,51,272,86.4967,309
544,B7HLL8,6.67457e-18,51,272,86.4967,309
545,C1EPP8,6.67457e-18,51,272,86.4967,309
546,Q732I5,6.67457e-18,51,272,86.4967,309
547,B7JJX1,6.67457e-18,51,272,86.4967,309
548,Q81WF4,6.67457e-18,51,272,86.4967,309
549,C3L742,6.67457e-18,51,272,86.4967,309
550,C3P654,6.67457e-18,51,272,86.4967,309
551,P50098,6.71445e-18,284,493,88.0375,512
552,Q5L0U1,7.15686e-18,51,272,86.4967,313
553,A7Z4H4,7.69291e-18,3,270,86.4967,311
554,Q8XYY7,8.13322e-18,94,328,86.8819,344
555,Q84XA3,8.40086e-18,235,475,88.0375,502
556,B0TIY0,8.5854e-18,91,337,86.4967,339
557,P46539,9.1242e-18,51,272,86.1115,313
558,C6BW12,1.03148e-17,9,275,85.7263,305
559,A6UPE6,1.15836e-17,8,190,83.8003,206
560,B7GFA1,1.17134e-17,54,272,85.7263,312
561,A6T106,1.38098e-17,94,338,86.1115,345
562,A4XKT6,1.49763e-17,1,271,85.3411,300
563,A1S5Z4,1.54488e-17,91,339,85.7263,339
564,Q8DLB7,1.55666e-17,107,344,86.1115,364
565,A0RHQ6,1.63205e-17,51,272,85.3411,309
566,A5WDZ3,1.64109e-17,90,321,85.7263,344
567,Q9P2T1,1.64272e-17,27,327,85.7263,348
568,P50094,1.71022e-17,257,442,86.8819,524
569,A7GRK9,1.81592e-17,51,272,85.3411,309
570,B8CPG0,1.90898e-17,91,337,85.7263,339
571,A9BWU2,2.08787e-17,94,342,85.7263,348
572,A4G7T7,2.31995e-17,94,334,85.3411,347
573,Q8F4Q4,2.81758e-17,259,427,86.4967,508
574,A5EV79,2.96673e-17,87,331,84.9559,337
575,B1YIR7,2.97762e-17,1,272,84.5707,309
576,A4J560,2.99472e-17,52,278,84.5707,304
577,B2V726,3.05098e-17,10,277,84.5707,311
578,A8MIU4,3.47714e-17,12,278,84.1855,302
579,Q9GZH3,3.5858e-17,249,420,86.1115,534
580,A9I8M0,3.7448e-17,96,335,84.9559,349
581,Q49729,3.85788e-17,268,526,86.1115,529
582,Q8CWG1,3.89136e-17,2,271,84.1855,304
583,Q5QX65,4.26526e-17,90,320,84.5707,334
584,A8FW61,4.57468e-17,91,339,84.5707,339
585,A3N0D6,5.22188e-17,87,331,84.1855,335
586,A4IM35,6.64243e-17,51,272,83.8003,313
587,P59443,6.70411e-17,47,327,84.1855,351
588,B1KDM8,7.46009e-17,91,340,83.8003,340
589,P50095,7.96782e-17,256,441,84.9559,523
590,B8F848,8.84988e-17,88,332,83.8003,335
591,C4LAB3,9.83797e-17,47,327,83.8003,347
592,B0BP55,1.20246e-16,87,331,83.4151,335
593,A3QDX8,1.32439e-16,91,341,83.0299,341
594,P36959,1.63253e-16,48,327,83.0299,345
595,P27442,1.69867e-16,39,346,83.0299,356
596,Q7SFX7,1.72143e-16,294,438,84.1855,536
597,B7VS90,1.72712e-16,26,327,83.0299,347
598,A8FD19,1.73252e-16,49,270,82.2595,310
599,Q97Q95,1.89602e-16,35,218,81.1039,233
600,A0K729,1.95679e-16,94,337,82.6447,345
601,Q1BWM4,1.95679e-16,94,337,82.6447,345
602,Q3MDU0,1.98571e-16,103,340,83.0299,376
603,O66461,2.00483e-16,37,276,82.2595,306
604,B4E8N4,2.09181e-16,94,337,82.6447,345
605,A0M4D0,2.09479e-16,96,339,82.6447,340
606,Q63TV1,2.21733e-16,94,337,82.6447,342
607,A3NUS1,2.21733e-16,94,337,82.6447,342
608,Q129L9,2.29374e-16,94,332,82.6447,350
609,Q8FWN5,2.52766e-16,122,250,83.4151,525
610,Q3JSS8,2.83736e-16,94,337,82.2595,345
611,A1V4A5,2.83736e-16,94,337,82.2595,345
612,Q62K45,2.83736e-16,94,337,82.2595,345
613,A2S374,2.83736e-16,94,337,82.2595,345
614,A3MJ98,2.83736e-16,94,337,82.2595,345
615,Q8YBP2,2.88823e-16,115,243,83.4151,518
616,P9WKI7,3.00497e-16,268,526,83.4151,529
617,P9WKI6,3.00497e-16,268,526,83.4151,529
618,P65168,3.00497e-16,268,526,83.4151,529
619,B9LHC1,3.05903e-16,106,341,82.2595,363
620,A9WDI1,3.05903e-16,106,341,82.2595,363
621,Q1LT62,3.09885e-16,91,335,81.8743,336
622,Q113R9,3.1089e-16,109,364,82.6447,378
623,O16294,3.42085e-16,48,328,82.2595,358
