,ids,e_value,hit_start,hit_end,bitscore,protein_length
508,Q04GD9,1.09167e-11,17,246,68.8261,323
509,C1CKY8,1.21737e-11,143,328,68.4409,328
510,Q8DPJ7,1.29862e-11,143,328,68.4409,328
511,C1C7M7,1.29862e-11,143,328,68.4409,328
512,Q04K71,1.29862e-11,143,328,68.4409,328
513,Q13ZM3,1.34044e-11,245,339,68.4409,340
514,B5E4Y3,1.42417e-11,143,328,68.4409,328
515,Q03AR1,1.46054e-11,26,244,68.4409,329
516,A7MEW0,1.48718e-11,78,336,68.4409,336
517,A1WJ81,1.58428e-11,51,359,68.4409,360
518,B3WCK9,1.6165e-11,26,244,68.0557,329
519,B2IPN4,1.62052e-11,143,328,68.0557,328
520,A9A5Y7,1.79977e-11,255,442,68.8261,476
521,C3K053,2.06739e-11,237,341,68.4409,380
522,B8E984,2.22944e-11,48,335,68.0557,339
523,Q6FCL9,2.39166e-11,32,334,67.6705,334
524,A9L4D0,2.44398e-11,48,335,67.6705,339
525,Q7VTR9,2.47295e-11,239,347,67.6705,349
526,Q7W4W6,2.58888e-11,239,347,67.6705,349
527,Q0HVV6,2.63034e-11,105,335,67.6705,339
528,Q0HJL0,2.63034e-11,105,335,67.6705,339
529,Q7WGE4,2.76034e-11,239,347,67.6705,349
530,Q129L9,2.77545e-11,133,346,67.6705,350
531,C5BD71,2.77979e-11,76,336,67.6705,336
532,B1XWM8,2.89161e-11,49,262,67.2853,325
533,Q58746,3.24848e-11,305,415,68.0557,510
534,A1WTJ3,3.49365e-11,202,342,67.2853,342
535,A0KW50,3.62718e-11,105,335,67.2853,339
536,O49506,4.25536e-11,216,350,67.2853,368
537,W7NCP1,4.32134e-11,139,332,67.2853,387
538,Q8CPC9,4.33696e-11,40,263,66.9001,325
539,Q5HPK5,4.33696e-11,40,263,66.9001,325
540,Q6D456,4.4002e-11,44,336,66.9001,336
541,A1S5Z4,5.04655e-11,49,338,66.9001,339
542,Q3IGZ1,5.09624e-11,118,336,66.9001,336
543,P60565,5.14254e-11,24,247,66.9001,330
544,Q6LRA2,5.14323e-11,76,335,66.9001,336
545,Q8EDZ8,5.38108e-11,105,335,66.9001,339
546,A7N0L2,5.48441e-11,44,336,66.5149,336
547,Q87PB7,5.74186e-11,44,336,66.5149,336
548,A1K7M2,5.80998e-11,222,335,66.5149,338
549,Q9JX66,6.03067e-11,39,335,66.5149,335
550,P21620,6.46715e-11,281,403,67.2853,514
551,A3D5B9,6.76681e-11,48,335,66.5149,339
552,B1KDM8,8.32478e-11,105,335,66.1297,340
553,Q2SCG9,8.68387e-11,39,336,66.1297,341
554,A9AJX4,8.71549e-11,231,341,66.1297,345
555,Q0BFR0,8.71549e-11,231,345,66.1297,345
556,P9WND5,9.93649e-11,272,381,66.5149,414
557,P9WND4,9.93649e-11,272,381,66.5149,414
558,A6WP30,1.13004e-10,48,335,65.7445,339
559,B8H3Q5,1.19736e-10,237,328,66.1297,383
560,Q9A943,1.19736e-10,237,328,66.1297,383
561,A4SWU5,1.21577e-10,93,328,65.7445,344
562,Q9WU19,1.26763e-10,71,334,65.7445,370
563,A8FW61,1.27278e-10,105,335,65.7445,339
564,A4X5V3,1.29293e-10,141,273,65.3593,306
565,B1JQS0,1.34644e-10,91,336,65.3593,336
566,Q66CG4,1.34644e-10,91,336,65.3593,336
567,A4TMZ3,1.34644e-10,91,336,65.3593,336
568,Q1CGJ0,1.34644e-10,91,336,65.3593,336
569,A9R7L2,1.34644e-10,91,336,65.3593,336
570,Q8ZG91,1.34644e-10,91,336,65.3593,336
571,B2JYR8,1.34644e-10,91,336,65.3593,336
572,Q1CA44,1.34644e-10,91,336,65.3593,336
573,A7FJU2,1.34644e-10,91,336,65.3593,336
574,Q5E5B6,1.34644e-10,76,336,65.3593,336
575,Q3SL21,1.39182e-10,234,336,65.3593,337
576,B5FE17,1.4095e-10,76,336,65.3593,336
577,Q472J6,1.4331e-10,232,337,65.3593,344
578,A0QSU4,1.50995e-10,39,359,65.7445,375
579,Q5QX65,1.54102e-10,47,334,65.3593,334
580,A9M3G1,1.54513e-10,117,336,65.3593,341
581,A1KRQ4,1.56417e-10,117,334,65.3593,335
582,Q2SVL9,1.63715e-10,231,344,65.3593,345
583,Q9KH33,1.72251e-10,37,303,65.7445,498
584,A9BWU2,1.7562e-10,121,343,65.3593,348
585,Q9UJM8,1.82297e-10,71,315,65.3593,370
586,A1TPZ2,1.90303e-10,247,355,65.3593,359
587,Q04CB0,1.9813e-10,21,247,64.9741,330
588,A1JMP8,2.01388e-10,91,336,64.9741,336
589,B8B8K5,2.01714e-10,63,307,65.3593,366
590,F1DBB2,2.03839e-10,288,405,65.7445,527
591,Q2KW44,2.04233e-10,239,332,64.9741,349
592,Q1GBV3,2.13193e-10,21,247,64.9741,330
593,Q83CY0,2.15517e-10,33,344,64.9741,347
594,A9NCV1,2.15517e-10,33,344,64.9741,347
595,A9KCF2,2.15517e-10,33,344,64.9741,347
596,B6J0A5,2.15517e-10,33,344,64.9741,347
597,B6J754,2.15517e-10,33,344,64.9741,347
598,B7VNK9,2.18664e-10,91,336,64.9741,336
599,Q4QKB5,2.39168e-10,62,338,64.5889,339
600,Q9HDX2,2.42201e-10,211,375,64.9741,407
601,A5UC11,2.5496e-10,47,338,64.5889,339
602,Q1LP27,2.57045e-10,232,337,64.5889,344
603,O29309,2.87642e-10,166,415,65.3593,511
604,Q609J2,3.19124e-10,232,325,64.5889,340
605,C5BKZ2,3.60699e-10,47,323,64.2037,339
606,Q4WHZ9,3.67043e-10,303,420,64.9741,546
607,P0ADG9,4.00581e-10,30,390,64.5889,488
608,P0ADG7,4.00581e-10,30,390,64.5889,488
609,P0ADG8,4.00581e-10,30,390,64.5889,488
610,A8GCK4,4.03319e-10,91,333,64.2037,336
611,A1VQJ1,4.49166e-10,49,350,64.2037,350
612,W6QIT2,4.72018e-10,287,403,64.5889,526
613,Q9LRR9,4.75369e-10,216,367,64.2037,367
614,P9WND7,5.18027e-10,234,395,64.2037,396
615,P9WND6,5.18027e-10,234,395,64.2037,396
616,A0A0D2YG00,5.26207e-10,139,332,63.8185,387
617,P45477,5.38838e-10,62,338,63.8185,339
618,Q8A9C3,5.6321e-10,140,267,63.4333,303
619,B6ELD1,5.70522e-10,43,336,63.4333,336
620,B0BP55,5.99405e-10,42,319,63.4333,335
